,LoF_pvalue,LoF.Missense_pvalue,fisher_combine_pvalue,LoF_ACAT_pvalue,Missense_ACAT_pvalue
VTA1,1,1,1,0.5,0.961538462
HIVEP2,1,1,1,1,0.99378882
AIG1,0.5,0.5,0.84657359,0.5,0.888888889
ADAT2,0.25,0.25,0.59657359,0.5,0.923076923
PEX3,0.5,0.5,0.84657359,0.5,0.916666667
FUCA2,0.875,0.875,0.991839969,0.666666667,0.976744186
PHACTR2,0.75,0.8125,0.932671336,0.75,0.982758621
LTV1,0.241394278,0.241394278,0.584493681,0.500413615,0.974358974
ZC2HC1B,0.890625,0.890625,0.993787711,0.75,NA
PLAGL1,1,1,1,NA,0.933333333
SF3B5,1,1,1,NA,0.575886964
STX11,1,1,1,NA,0.96
UTRN,0.163469791,0.163469791,0.459534355,0.857142857,0.996389892
EPM2A,0.96484375,0.96484375,0.999374647,0.96484375,0.96875
FBXO30,0.75,0.75,0.965761554,0.5,0.981818182
SHPRH,0.8125,0.8125,0.981206984,0.666666667,0.988636364
GRM1,1,0.125,0.384930193,NA,0.985714286
RAB32,1,1,1,NA,0.933333333
ADGB,0.721401453,0.721401453,0.956981948,0.857142857,NA
STXBP5,1,1,1,NA,0.977272727
SAMD5,1,1,1,1,0.923076923
SASH1,1,1,1,NA,0.991596639
UST,1,1,1,NA,0.961538462
TAB2,1,1,1,NA,0.972972973
ZC3H12D,0.5,0.65625,0.772194534,0.5,0.975
PPIL4,0.96875,0.96875,0.999506551,0.666666667,0.958333333
GINM1,0.25,0.25,0.59657359,0.5,0.954545455
KATNA1,0.875,0.875,0.991839969,0.666666667,0.965517241
LATS1,1,0.63671875,0.92415094,NA,0.983606557
NUP43,1,1,1,NA,0.962962963
PCMT1,1,0.75,0.965761554,NA,0.923076923
LRP11,1,0.36328125,0.562947645,1,0.96
RAET1E,1,1,1,NA,0.947368421
RAET1G,1,1,1,0.5,0.952380952
ULBP2,1,1,1,NA,0.75
ULBP1,1,1,1,NA,0.933333333
RAET1L,0.25,0.25,0.59657359,0.25,0.833333333
ULBP3,1,1,1,NA,0.954545455
PPP1R14C,0.5,0.5,0.84657359,0.5,0.909090909
IYD,1,1,1,NA,0.966666667
PLEKHG1,1,1,1,NA,0.991525424
MTHFD1L,1,1,1,NA,0.984126984
AKAP12,1,1,1,NA,0.9921875
ZBTB2,1,1,1,NA,0.96
RMND1,0.96875,0.96875,0.999506551,0.5,0.962962963
CCDC170,0.035197111,0.035197111,0.152994493,0.916666667,0.98630137
ESR1,1,1,1,NA,0.973684211
SYNE1,0.298307448,0.298307448,0.659149271,0.923076923,0.998589563
JARID2,1,0.985347527,0.999892124,NA,0.986842105
MYCT1,0.132465448,0.132465448,0.400235534,0.75,0.9375
VIP,0.5,0.5,0.84657359,0.5,0.888888889
FBXO5,1,1,1,NA,0.965517241
MTRF1L,1,1,1,NA,0.75
RGS17,1,1,1,NA,0.857142857
OPRM1,0.290527344,0.290527344,0.649635869,0.833333333,0.98245614
IPCEF1,1,1,1,NA,0.954545455
CNKSR3,0.5,0.5,0.84657359,0.666666667,0.978723404
SCAF8,1,1,1,NA,0.985915493
TIAM2,0.046142578,0.046142578,0.188078032,0.324605138,0.992481203
DTNBP1,0.738266468,0.738266468,0.962293761,0.796511768,0.96875
TFB1M,0.188542794,0.188542794,0.503113299,0.308910817,0.961538462
CLDN20,1,1,1,NA,0.952380952
NOX3,0.5,0.5,0.84657359,0.838984297,0.985507246
ARID1B,1,1,1,NA,0.992307692
TMEM242,0.875,0.875,0.991839969,0.875,0.933333333
ZDHHC14,1,1,1,NA,0.965517241
SNX9,0.5,0.25,0.59657359,0.5,0.964285714
SYNJ2,0.778965831,0.778965831,0.973542223,0.928571429,0.993150685
SERAC1,0.03515625,0.03515625,0.152857718,0.833333333,0.975
GTF2H5,1,1,1,NA,0.679193002
TULP4,1,0.133422852,0.40216741,NA,0.994152047
TMEM181,1,1,1,NA,0.984375
DYNLT1,1,1,1,1,0.9
SYTL3,0.639949934,0.639949934,0.9256014,0.909090909,0.987012987
EZR,0.5,0.5,0.84657359,0.5,0.978723404
RSPH3,0.0625,0.0625,0.235786795,0.0625,0.976744186
TAGAP,1,1,1,NA,0.981481481
FNDC1,0.5,0.5,0.84657359,0.666666667,0.994186047
SOD2,0.75,0.75,0.965761554,0.75,0.916666667
WTAP,1,0.5,0.84657359,NA,0.888888889
ACAT2,0.25,0.25,0.59657359,0.25,0.96
TCP1,0.5,0.5,0.84657359,0.5,0.941176471
MRPL18,0.125,0.125,0.384930193,0.125,0.928571429
PNLDC1,0.0625,0.0625,0.235786795,0.33846297,0.977272727
MAS1,1,1,1,NA,0.972972973
IGF2R,1,1,1,NA,0.994923858
SLC22A1,0.087732624,0.087732624,0.301226584,0.833333333,0.983870968
SLC22A2,0.350554019,0.350554019,0.718018927,0.350554019,0.98245614
SLC22A3,1,1,1,0.666666667,0.975
LPA,0.049435875,0.071653327,0.198093451,0.923076923,0.988764045
PLG,1,1,1,NA,0.975
MAP3K4,0.5,0.623046875,0.740890193,0.5,0.99009901
AGPAT4,1,1,1,NA,0.944444444
MYLIP,1,1,1,0.5,0.967741935
GMPR,1,1,1,1,0.975609756
GMDS,1,0.65625,0.932671336,NA,0.952380952
PACRG,1,1,1,1,0.96
ATXN1,1,1,1,NA,0.984848485
QKI,1,0.74609375,0.964627606,NA,0.909090909
C6orf118,0.345018983,0.345018983,0.712172949,0.875,0.98
PDE10A,1,0.227249146,0.563966092,NA,0.970588235
PRR18,1,0.75,0.965761554,NA,0.857142857
SFT2D1,0.25,0.25,0.59657359,0.25,0.909090909
MPC1,1,1,1,NA,0.5
RPS6KA2,0.5,0.5,0.84657359,0.5,0.972972973
RNASET2,1,1,1,NA,0.857142857
FGFR1OP,0.75,0.75,0.965761554,0.75,0.972222222
CCR6,1,1,1,NA,0.954545455
GPR31,1,1,1,NA,0.96875
TCP10L2,1,1,1,NA,0.666666667
UNC93A,0.34375,0.34375,0.710820217,0.666666667,0.977777778
TTLL2,0.65625,0.65625,0.932671336,0.65625,0.983606557
TCP10,1,1,1,NA,0.890625
KIF25,0.696380615,0.696380615,0.948372144,0.753843031,0.980392157
FRMD1,0.395263672,0.395263672,0.762148287,0.75,0.988095238
SMOC2,1,1,1,NA,0.98
THBS2,1,0.8125,0.981206984,NA,0.989361702
WDR27,0.261733532,0.261733532,0.612568577,0.875,0.990566038
PHF10,1,1,1,0.5,0.941176471
TCTE3,0.8125,0.8125,0.981206984,0.87947841,0.947368421
ERMARD,0.725585938,0.725585938,0.958336319,0.752572442,0.985714286
DLL1,1,0.376953125,0.744721575,NA,0.986666667
FAM120B,0.85546875,0.85546875,0.989012311,0.87947841,0.980769231
PSMB1,1,1,1,NA,0.909090909
TBP,1,1,1,NA,0.909090909
PDCD2,1,0.875,0.991839969,NA,0.95
STMND1,0.9375,0.9375,0.998004864,0.9375,NA
RBM24,1,1,1,NA,0.923076923
CAP2,1,1,1,NA,0.966666667
FAM8A1,1,1,1,NA,0.956521739
NUP153,1,1,1,NA,0.991150442
KIF13A,1,1,1,1,0.991803279
NHLRC1,1,1,1,NA,0.964285714
TPMT,0.5,0.5,0.84657359,0.75,0.928571429
KDM1B,1,1,1,NA,0.972222222
DEK,1,1,1,NA,0.9375
RNF144B,1,1,1,1,0.954545455
ID4,1,1,1,NA,0.875
MBOAT1,0.9375,0.9375,0.998004864,0.75,0.977272727
E2F3,1,1,1,NA,0.933333333
CDKAL1,0.75,0.75,0.965761554,0.5,0.96875
SOX4,1,1,1,NA,0.923076923
PRL,0.0625,0.0625,0.235786795,0.0625,0.941176471
HDGFL1,1,1,1,NA,0.954545455
NRSN1,0.323802948,0.323802948,0.688929671,0.323802948,0.9
DCDC2,0.6875,0.36328125,0.545239978,0.666666667,0.96
KAAG1,1,0.150878906,0.436232818,NA,0.833333333
MRS2,1,1,1,0.5,0.95
GPLD1,0.988769531,0.988769531,0.999936701,0.8,0.986842105
ALDH5A1,0.961593628,0.961593628,0.999252848,0.932320574,0.973684211
KIAA0319,0.984375,0.984375,0.999877289,0.75,0.989690722
TDP2,0.25,0.25,0.59657359,0.25,0.954545455
ACOT13,0.407264709,0.407264709,0.773107304,0.815841373,0.923076923
C6orf62,1,1,1,NA,0.909090909
GMNN,1,1,1,NA,0.928571429
SCGN,0.25,0.25,0.59657359,0.5,0.947368421
HIST1H2BA,1,1,1,1,NA
SLC17A4,0.5,0.5,0.84657359,0.5,0.975609756
SLC17A1,0.65625,0.65625,0.932671336,0.5,0.971428571
SLC17A3,0.7734375,0.7734375,0.972141648,0.75,0.975
SLC17A2,0.5,0.5,0.84657359,0.5,0.928571429
TRIM38,0.25,0.25,0.59657359,0.25,0.96969697
HIST1H3A,0.894943237,0.894943237,0.994277448,0.75,NA
HIST1H4B,0.046569824,0.046569824,0.189390277,0.01185946,NA
HIST1H2BB,1,1,1,NA,0.909090909
HIST1H3C,1,1,1,1,NA
HIST1H1C,1,1,1,NA,NA
HFE,0.6875,0.6875,0.945101746,0.75,0.96969697
HIST1H4C,0.36328125,0.36328125,0.731131834,0.572788993,NA
HIST1H2BC,0.5,0.6875,0.799171876,0.5,0.75
HIST1H2AC,1,1,1,NA,0.666666667
HIST1H2BD,0.5,0.5,0.84657359,0.5,0.666666667
HIST1H2BE,1,1,1,1,0.833333333
HIST1H4D,1,1,1,NA,NA
HIST1H3D,1,1,1,NA,0.8
HIST1H2AD,0.890625,0.890625,0.993787711,0.666666667,0.933333333
HIST1H2BF,1,1,1,NA,0.833333333
HIST1H4E,0.918622171,0.918622171,0.996595162,0.927409114,NA
HIST1H2AE,1,0.8125,0.981206984,NA,0.833333333
HIST1H3E,1,1,1,0.5,0.888888889
HIST1H1D,1,1,1,NA,NA
HIST1H4F,0.14453125,0.14453125,0.424092198,0.3125,0.9
HIST1H3F,0.0625,0.03515625,0.139554247,0.0625,0.5
HIST1H3G,0.75,0.75,0.965761554,0.75,0.787261361
HIST1H2BI,1,1,1,0.5,0.732478381
HIST1H4H,0.371414679,0.371414679,0.739277188,0.310580988,0.875
BTN3A2,0.345018983,0.345018983,0.712172949,0.5,0.888888889
BTN2A2,1,1,1,0.5,0.965517241
BTN3A1,1,1,1,1,0.962962963
BTN3A3,1,1,1,1,0.96969697
BTN2A1,0.91015625,0.91015625,0.995837441,0.666666667,0.979591837
BTN1A1,0.34375,0.34375,0.710820217,0.552334294,0.972222222
HMGN4,1,1,1,NA,0.75
ABT1,0.25390625,0.25390625,0.601958443,0.25390625,0.961538462
MYLK4,0.890625,0.890625,0.993787711,0.890625,0.961538462
HIST1H2BJ,1,1,1,1,0.9
HIST1H2AG,0.890625,0.890625,0.993787711,0.890625,NA
PRSS16,0.25,0.5,0.526892788,0.5,0.96
ZNF391,1,1,1,1,0.966666667
ZNF184,1,1,1,NA,0.961538462
WRNIP1,1,1,1,0.5,0.982758621
HIST1H2BL,1,1,1,NA,0.5
HIST1H2AI,1,1,1,NA,0.401809692
HIST1H3H,1,0.967285156,0.999458937,NA,0.75
HIST1H2AJ,0.5,0.5,0.84657359,0.5,NA
HIST1H4K,1,1,1,NA,1
HIST1H2BN,0.25,0.25,0.59657359,0.5,1
HIST1H1B,1,1,1,NA,0.966666667
HIST1H4L,0.5,0.5,0.84657359,0.5,0.833333333
HIST1H3J,1,1,1,NA,0.75
OR2B2,1,1,1,NA,0.961538462
OR2B6,1,1,1,NA,0.941176471
ZNF165,1,1,1,NA,0.96875
ZSCAN16,0.5,0.5,0.84657359,0.5,0.961538462
ZKSCAN8,0.8125,0.8125,0.981206984,0.75,0.967741935
ZSCAN9,1,1,1,NA,0.975
ZKSCAN4,0.96484375,0.98046875,0.999374647,0.5,0.964285714
NKAPL,1,1,1,NA,0.941176471
PGBD1,0.032622668,0.032622668,0.144281835,0.032622668,0.980392157
ZSCAN31,0.75,0.75,0.965761554,0.75,0.964285714
SERPINB1,0.890625,0.890625,0.993787711,0.5,0.962962963
ZKSCAN3,0.5,0.5,0.84657359,0.5,0.95
ZSCAN12,0.598190308,0.598190308,0.905568205,0.688463654,0.971428571
ZSCAN23,0.875,0.875,0.991839969,0.666666667,0.964285714
GPX6,1,1,1,1,0.954545455
GPX5,0.63671875,0.63671875,0.92415094,0.863078657,0.944444444
SERPINB9,0.202436447,0.202436447,0.525794112,0.202436447,0.970588235
TRIM27,1,0.5,0.84657359,NA,0.909090909
ZNF311,0.875,0.875,0.991839969,0.875,0.96
OR2W1,1,1,1,NA,0.916666667
OR2B3,1,1,1,NA,0.956521739
OR2J1,1,1,1,1,0.909090909
OR2J3,1,1,1,NA,0.9375
OR2J2,0.071731567,0.071731567,0.260731648,0.191205846,0.857142857
OR14J1,1,1,1,NA,0.941176471
OR5V1,1,1,1,NA,0.958333333
OR12D3,1,1,1,NA,0.956521739
OR11A1,1,1,1,NA,0.928571429
OR10C1,1,1,1,NA,0.956521739
OR2H1,1,1,1,NA,0.954545455
SERPINB6,0.5,0.5,0.84657359,0.5,0.973684211
UBD,1,1,1,NA,0.9
OR2H2,1,1,1,NA,0.909090909
GABBR1,1,0.96875,0.998004864,1,0.958333333
MOG,0.5,0.5,0.84657359,0.5,0.928571429
ZFP57,1,1,1,NA,0.956521739
HLA-F,1,1,1,NA,0.952380952
HLA-G,0.323802948,0.323802948,0.688929671,0.323802948,0.944444444
HLA-A,1,1,1,NA,0.75
ZNRD1,1,1,1,1,0.75
PPP1R11,1,1,1,NA,0.647583618
RNF39,0.5,0.043218617,0.10496317,0.881584629,0.941176471
NQO2,0.274414063,0.274414063,0.629263589,0.5,0.970588235
TRIM31,1,1,1,NA,0.966666667
TRIM40,1,1,1,1,0.944444444
TRIM10,0.5,0.5,0.84657359,0.5,0.976744186
TRIM15,0.772750854,0.772750854,0.971964937,0.745912705,0.95
TRIM26,1,1,1,NA,0.952380952
TRIM39,1,0.986698151,0.999911136,NA,0.941176471
RPP21,0.75,0.75,0.965761554,0.75,0.857142857
DUSP22,1,1,1,0.5,0.95
HLA-E,1,1,1,NA,0.833333333
GNL1,1,1,1,NA,0.967741935
PRR3,1,1,1,NA,0.9375
ABCF1,1,0.8125,0.945101746,1,0.977272727
PPP1R10,1,0.75,0.965761554,NA,0.975609756
MRPS18B,0.25,0.25,0.59657359,0.25,0.947368421
ATAT1,1,1,1,NA,0.958333333
C6orf136,1,0.985275313,0.999891056,NA,0.964285714
DHX16,0.65625,0.65625,0.932671336,0.75,0.982758621
PPP1R18,1,1,1,NA,0.96875
NRM,1,1,1,NA,0.933333333
MDC1,1,1,1,NA,0.989690722
FLOT1,1,0.8125,0.84657359,1,0.928571429
IER3,1,0.5,0.84657359,NA,0.875
RIPK1,1,1,1,NA,0.977777778
DDR1,0.9375,0.9375,0.998004864,0.666666667,0.989361702
GTF2H4,1,1,1,NA,0.958333333
VARS2,0.685470581,0.685470581,0.944338338,0.857142857,0.984126984
SFTA2,1,1,1,NA,0.96484375
MUC21,1,1,1,NA,0.928571429
C6orf15,1,1,1,NA,0.96875
CDSN,1,1,1,NA,0.961538462
PSORS1C2,0.5,0.5,0.84657359,0.5,0.888888889
PSORS1C1,1,1,1,NA,0.666666667
CCHCR1,0.989257813,0.989257813,0.999942095,0.75,0.98245614
TCF19,0.828125,0.828125,0.984302062,0.81520017,0.9375
POU5F1,1,1,1,NA,0.8
BPHL,1,1,1,1,0.96
HLA-C,1,1,1,NA,0.833333333
HLA-B,1,1,1,NA,0.923076923
MICA,1,1,1,NA,0.933333333
MICB,1,1,1,NA,0.941176471
MCCD1,1,1,1,NA,0.909090909
DDX39B,1,1,1,NA,0.5
ATP6V1G2,0.5,0.5,0.84657359,0.647583618,0.875
NFKBIL1,1,1,1,NA,0.95
LTA,1,0.8125,0.981206984,NA,0.9
TNF,1,1,1,NA,0.909090909
LTB,1,1,1,NA,0.75
LST1,1,1,1,NA,0.666666667
NCR3,1,1,1,NA,0.941176471
AIF1,0.5,0.5,0.84657359,0.5,0.888888889
PRRC2A,0.75,0.75,0.965761554,0.5,0.993630573
BAG6,1,0.5,0.84657359,NA,0.97826087
APOM,1,1,1,1,0.888888889
C6orf47,1,1,1,NA,0.931913551
GPANK1,0.36328125,0.36328125,0.731131834,0.569757347,0.956521739
CSNK2B,1,1,1,NA,0.5
LY6G5B,1,1,1,NA,0.923076923
LY6G5C,1,1,1,NA,0.857142857
ABHD16A,0.5,0.25,0.59657359,0.5,0.956521739
LY6G6F,0.709472656,0.709472656,0.952987313,0.697988418,0.956521739
LY6G6D,0.5,0.5,0.84657359,0.5,0.933333333
LY6G6C,1,1,1,1,0.9
DDAH2,1,0.437314656,0.799018617,NA,0.909090909
CLIC1,1,1,1,NA,0.933333333
MSH5,0.668188095,0.668188095,0.93759189,0.75,0.977777778
SAPCD1,1,1,1,NA,0.928571429
VWA7,0.820358276,0.820358276,0.982800792,0.75,0.984615385
VARS,0.8125,0.8125,0.981206984,0.666666667,0.988095238
LSM2,1,1,1,NA,0.666666667
HSPA1L,0.5,0.5,0.84657359,0.5,0.977777778
HSPA1A,0.5,0.5,0.84657359,0.5,NA
C6orf48,1,1,1,NA,0.75
NEU1,0.5,0.5,0.84657359,0.5,0.9375
SLC44A4,0.355535552,0.355535552,0.723205543,0.630237692,0.980769231
EHMT2,1,0.834125118,0.968587416,1,0.983606557
ZBTB12,1,0.5,0.84657359,NA,0.857142857
C2,0.75,0.75,0.965761554,0.5,0.981132075
CFB,1,1,1,NA,0.962962963
NELFE,1,1,1,0.5,0.933333333
SKIV2L,0.191655159,0.191655159,0.508280515,0.875,0.988505747
DXO,1,1,1,NA,0.965517241
STK19,0.75,0.75,0.965761554,0.75,0.941176471
CYP21A2,1,1,1,NA,0.666666667
TNXB,0.835783969,0.835783969,0.985711168,0.857142857,0.833333333
ATF6B,0.96875,0.96875,0.999506551,0.75,0.979166667
FKBPL,1,1,1,0.5,0.941176471
PPT2,1,0.75,0.965761554,NA,0.916666667
EGFL8,0.290527344,0.290527344,0.649635869,0.5,0.958333333
AGPAT1,1,1,1,NA,0.833333333
RNF5,1,1,1,NA,0.75
AGER,0.8125,0.8125,0.981206984,0.5,0.971428571
PBX2,1,1,1,NA,0.5
GPSM3,1,1,1,NA,0.888888889
NOTCH4,0.3125,0.3125,0.675984628,0.75,0.992248062
BTNL2,1,1,1,1,0.964285714
HLA-DRA,0.5,0.5,0.84657359,0.5,0.888888889
HLA-DRB5,1,0.75,0.965761554,NA,0.5
HLA-DQA1,1,1,1,NA,0.5
HLA-DQB1,1,1,1,NA,0.75
SLC22A23,1,1,1,NA,0.976744186
HLA-DQA2,1,1,1,NA,0.833333333
HLA-DQB2,0.63671875,0.63671875,0.92415094,0.63671875,0.888888889
HLA-DOB,1,1,1,NA,0.75
TAP2,0.5,0.5,0.84657359,0.5,0.971428571
PSMB8,1,1,1,NA,0.958333333
TAP1,0.125,0.125,0.384930193,0.125,0.975
PSMB9,0.8125,0.8125,0.981206984,0.5,0.916666667
HLA-DMB,0.5,0.5,0.84657359,0.5,0.909090909
HLA-DMA,1,1,1,NA,0.9375
HLA-DOA,0.376953125,0.376953125,0.744721575,0.376953125,0.941176471
HLA-DPA1,1,1,1,NA,0.888888889
HLA-DPB1,0.25,0.1875,0.384930193,0.25,0.833333333
COL11A2,1,1,1,NA,0.990291262
RXRB,1,1,1,NA,0.909090909
SLC39A7,0.75,0.75,0.965761554,0.75,0.952380952
HSD17B8,0.6875,0.6875,0.945101746,0.666666667,0.916666667
RING1,1,1,1,NA,0.928571429
VPS52,1,1,1,NA,0.96875
B3GALT4,1,0.6875,0.945101746,NA,0.933333333
WDR46,0.5,0.5,0.84657359,0.75,0.981818182
PFDN6,1,1,1,NA,0.5
RGL2,1,1,1,NA,0.98245614
TAPBP,0.5,0.5,0.84657359,0.5,0.972972973
ZBTB22,1,1,1,NA,0.95
DAXX,0.75,0.75,0.965761554,0.75,0.971428571
KIFC1,0.25,0.25,0.59657359,0.25,0.978723404
PHF1,1,0.0625,0.235786795,NA,0.96875
CUTA,1,1,1,0.5,0.952380952
SYNGAP1,1,0.166152954,0.464372003,NA,0.967741935
ZBTB9,0.5,0.5,0.84657359,0.5,0.952380952
BAK1,1,1,1,NA,0.132895306
ITPR3,0.048126221,0.153728127,0.177868734,0.888888889,0.994413408
UQCC2,1,1,1,NA,0.8
IP6K3,1,1,1,1,0.976744186
LEMD2,1,0.75,0.84657359,1,0.952380952
MLN,1,1,1,NA,0.952709696
GRM4,1,1,1,NA,0.985714286
HMGA1,1,1,1,NA,NA
NUDT3,1,1,1,1,0.376019365
RPS10,1,1,1,NA,0.666666667
PACSIN1,1,0.34375,0.710820217,NA,0.954545455
SPDEF,1,1,1,NA,0.97826087
C6orf106,1,1,1,NA,0.857142857
SNRPC,1,1,1,NA,0.8
UHRF1BP1,0.8125,0.8125,0.981206984,0.5,0.991071429
TAF11,1,1,1,NA,0.909090909
ANKS1A,1,0.685470581,0.944338338,NA,0.986842105
TCP11,0.133422852,0.133422852,0.40216741,0.8,0.977777778
SCUBE3,1,0.804235847,0.979448849,NA,0.983870968
ZNF76,1,1,1,0.5,0.98245614
DEF6,0.5,0.709472656,0.769323162,0.5,0.96875
PPARD,1,0.85546875,0.989012311,NA,0.962962963
FANCE,0.612792969,0.612792969,0.912894926,0.5,0.972972973
RPL10A,1,1,1,NA,0.5
TULP1,0.5,0.5,0.84657359,0.5,0.98
FKBP5,1,1,1,NA,0.95
ARMC12,0.623046875,0.623046875,0.917831237,0.644481403,0.976744186
CLPSL2,1,1,1,NA,0.833333333
CLPSL1,1,1,1,1,0.916666667
CLPS,1,1,1,NA,0.933333333
LHFPL5,0.5,0.5,0.84657359,0.5,0.958333333
SRPK1,0.290527344,0.290527344,0.649635869,0.290527344,0.972972973
SLC26A8,0.083534241,0.083534241,0.290907882,0.316587336,0.985074627
MAPK14,1,0.5,0.84657359,NA,0.9
MAPK13,0.5,0.5,0.84657359,0.775406188,0.952380952
BRPF3,1,1,1,NA,0.985714286
PNPLA1,1,1,1,1,0.981132075
C6orf222,0.133422852,0.133422852,0.40216741,0.360404163,0.984848485
ETV7,0.96875,0.96875,0.999506551,0.666666667,0.96875
PXT1,0.125,0.125,0.384930193,0.125,0.857142857
KCTD20,0.6875,0.6875,0.945101746,0.666666667,0.962962963
STK38,0.5,0.5,0.84657359,0.5,0.933333333
CDKN1A,0.5,0.5,0.84657359,0.5,0.952380952
RAB44,0.654981017,0.654981017,0.932135596,0.654981017,NA
CPNE5,1,1,1,NA,0.970588235
PPIL1,0.8125,0.8125,0.981206984,0.666666667,0.888888889
C6orf89,1,1,1,1,0.966666667
PI16,0.75,0.75,0.965761554,0.5,0.976744186
MTCH1,1,1,1,NA,0.9
FGD2,0.5,0.5,0.84657359,0.5831273,0.98630137
PIM1,1,1,1,NA,0.8
TMEM217,1,1,1,NA,0.941176471
PXDC1,1,1,1,NA,0.944444444
TBC1D22B,1,1,1,NA,0.944444444
RNF8,1,1,1,NA,0.961538462
CMTR1,1,0.8125,0.981206984,NA,0.966666667
CCDC167,1,1,1,NA,0.928571429
MDGA1,0.5,0.74609375,0.790989031,0.5,0.987951807
ZFAND3,1,0.125,0.384930193,NA,0.888888889
BTBD9,0.75,0.75,0.965761554,0.5,0.964285714
FAM50B,1,1,1,NA,0.9375
GLO1,0.3125,0.3125,0.675984628,0.3125,0.8
DNAH8,0.131526979,0.131526979,0.398335149,0.962962963,0.99726776
GLP1R,0.5,0.5,0.84657359,0.5,0.971428571
SAYSD1,0.395263672,0.395263672,0.762148287,0.5,0.941176471
KCNK5,1,1,1,NA,0.96875
KCNK17,0.109375,0.109375,0.351418915,0.295513251,0.961538462
KCNK16,1,1,1,NA,0.961538462
IRF4,1,0.25,0.59657359,NA,0.956521739
KIF6,0.25390625,0.25390625,0.601958443,0.833333333,0.986486486
DAAM2,0.5,0.5,0.84657359,0.5,0.991304348
MOCS1,0.5,0.5,0.84657359,0.647583618,0.96875
PRPF4B,1,1,1,NA,0.96875
LRFN2,1,1,1,NA,0.983050847
FAM217A,1,1,1,NA,0.973684211
C6orf201,1,1,1,NA,0.9375
UNC5CL,0.251722336,0.251722336,0.598955335,0.833333333,0.98245614
TSPO2,1,1,1,NA,0.875
APOBEC2,1,1,1,NA,0.956521739
OARD1,1,1,1,NA,0.9375
NFYA,0.5,0.8125,0.823915173,0.5,0.875
TREML1,0.875,0.875,0.991839969,0.875,0.971428571
TREM2,1,1,1,1,0.941176471
ECI2,0.7734375,0.7734375,0.972141648,0.908549716,0.976744186
TREML2,1,1,1,1,0.954545455
TREML4,1,1,1,NA,0.916666667
TREM1,1,1,1,NA,0.956521739
NCR2,0.5,0.5,0.84657359,0.5,0.972222222
FOXP4,1,0.25390625,0.424092198,0.5,0.978723404
MDFI,0.5,0.5,0.84657359,0.5,0.944444444
TFEB,1,1,1,NA,0.967741935
PGC,0.9375,0.9375,0.998004864,0.666666667,0.96969697
FRS3,1,1,1,NA,0.98
PRICKLE4,1,1,1,NA,0.962962963
USP49,1,0.039176941,0.166097182,NA,0.966666667
MED20,1,1,1,NA,0.933333333
BYSL,1,1,1,NA,0.977272727
CCND3,1,1,1,NA,0.928571429
TAF8,1,1,1,0.5,0.965517241
C6orf132,0.7734375,0.7734375,0.972141648,0.666666667,NA
GUCA1A,1,1,1,NA,0.95
GUCA1B,0.7734375,0.7734375,0.972141648,0.7734375,0.952380952
MRPS10,1,1,1,1,0.947368421
TRERF1,1,1,1,NA,0.988636364
UBR2,0.5,0.5,0.84657359,0.5,0.988372093
PRPH2,0.63671875,0.63671875,0.92415094,0.6875,0.956521739
TBCC,1,1,1,NA,0.962962963
RPL7L1,1,1,1,NA,0.9
C6orf226,1,1,1,NA,0.923076923
PTCRA,1,1,1,NA,0.956521739
CNPY3,0.75,0.75,0.965761554,0.5,0.9375
GNMT,1,0.2265625,0.562947645,NA,0.967741935
PEX6,0.046142578,0.191655159,0.167056923,0.106324765,0.986842105
PPP2R5D,1,0.9375,0.998004864,NA,0.944444444
MEA1,1,1,1,NA,0.933333333
KLHDC3,1,0.875,0.991839969,NA,0.928571429
RRP36,0.91015625,0.91015625,0.995837441,0.75,0.941176471
CUL7,0.65625,0.65625,0.932671336,0.75,0.993197279
MRPL2,0.14453125,0.14453125,0.424092198,0.267194415,0.965517241
KLC4,0.725585938,0.725585938,0.958336319,0.666666667,0.983050847
PTK7,1,0.5,0.84657359,NA,0.987654321
SRF,1,1,1,NA,0.928571429
CUL9,0.9375,0.785204746,0.929119981,0.5,0.995121951
DNPH1,0.5,0.5,0.84657359,0.5,0.944444444
TTBK1,1,0.438807164,0.80025053,NA,0.987179487
SLC22A7,0.5,0.5,0.84657359,0.647583618,0.981132075
CRIP3,0.961593628,0.961593628,0.999252848,0.75,0.933333333
ZNF318,1,1,1,NA,0.993055556
ABCC10,0.5,0.5,0.84657359,0.687167042,0.993288591
DLK2,1,0.696380615,0.948372144,NA,0.96875
TJAP1,0.5,0.5,0.84657359,0.647583618,0.976744186
LRRC73,1,0.890625,0.993787711,NA,0.933333333
YIPF3,1,1,1,NA,0.96875
POLR1C,0.9375,0.9375,0.998004864,0.5,0.972972973
XPO5,1,0.5,0.84657359,NA,0.981818182
POLH,0.75,0.75,0.965761554,0.75,0.983870968
GTPBP2,0.5,0.5,0.710820217,0.5,0.9375
MAD2L1BP,1,1,1,NA,0.956521739
RSPH9,0.5,0.65625,0.84657359,0.5,0.958333333
MRPS18A,0.875,0.875,0.991839969,0.875,0.964285714
VEGFA,0.032714844,0.032714844,0.1445972,0.666666667,NA
C6orf223,0.5,0.5,0.84657359,0.5,0.941176471
MRPL14,1,1,1,NA,0.944444444
TMEM63B,1,0.290527344,0.511890153,1,0.966666667
CAPN11,0.955234461,0.955234461,0.998982728,0.875,0.982758621
SLC29A1,1,1,1,NA,0.972222222
